Synonyms	Symbol	Chromosome
-	LOC105374102	3
LOC105374103	LOC105374103	3
-	LOC105374103	3
LINC02021	LINC02021	3
-	LINC02021	3
LINC02014	LINC02014	3
-	LINC02014	3
LOC105374106	LOC105374106	3
-	LOC105374106	3
LOC105374107	LOC105374107	3
-	LOC105374107	3
LOC105374108	LOC105374108	3
-	LOC105374108	3
LOC105374109	LOC105374109	3
-	LOC105374109	3
LOC105374110	LOC105374110	3
-	LOC105374110	3
LOC105374111	LOC105374111	3
-	LOC105374111	3
LOC105374113	LOC105374113	3
-	LOC105374113	3
LOC105374114	LOC105374114	3
-	LOC105374114	3
LOC105374115	LOC105374115	3
-	LOC105374115	3
LOC105374116	LOC105374116	3
-	LOC105374116	3
LOC105374117	LOC105374117	3
-	LOC105374117	3
LOC105374118	LOC105374118	3
-	LOC105374118	3
LINC02004	LINC02004	3
-	LINC02004	3
LOC105374120	LOC105374120	3
-	LOC105374120	3
LOC105374121	LOC105374121	3
-	LOC105374121	3
LOC105374122	LOC105374122	3
-	LOC105374122	3
LOC105374123	LOC105374123	3
-	LOC105374123	3
LOC105374124	LOC105374124	3
-	LOC105374124	3
LOC105374126	LOC105374126	3
-	LOC105374126	3
LOC105374127	LOC105374127	3
-	LOC105374127	3
LOC105374128	LOC105374128	3
-	LOC105374128	3
LOC105374129	LOC105374129	3
-	LOC105374129	3
LOC105374132	LOC105374132	3
-	LOC105374132	3
LOC105374133	LOC105374133	3
-	LOC105374133	3
LOC105374134	LOC105374134	3
-	LOC105374134	3
LOC105374136	LOC105374136	3
-	LOC105374136	3
LOC105374137	LOC105374137	3
-	LOC105374137	3
LOC105374138	LOC105374138	3
-	LOC105374138	3
LOC105374139	LOC105374139	3
-	LOC105374139	3
LOC105374140	LOC105374140	3
-	LOC105374140	3
LOC105374141	LOC105374141	3
-	LOC105374141	3
LOC105374142	LOC105374142	3
-	LOC105374142	3
LOC105374143	LOC105374143	3
-	LOC105374143	3
LOC105374144	LOC105374144	3
-	LOC105374144	3
LOC105374145	LOC105374145	3
-	LOC105374145	3
LINC02045	LINC02045	3
-	LINC02045	3
LOC105374147	LOC105374147	3
-	LOC105374147	3
LOC105374148	LOC105374148	3
-	LOC105374148	3
LINC02046	LINC02046	3
-	LINC02046	3
LOC105374150	LOC105374150	3
-	LOC105374150	3
LOC105374151	LOC105374151	3
-	LOC105374151	3
LOC105374152	LOC105374152	3
-	LOC105374152	3
LOC105374153	LOC105374153	3
-	LOC105374153	3
LOC105374154	LOC105374154	3
-	LOC105374154	3
LOC105374155	LOC105374155	3
-	LOC105374155	3
LOC105374157	LOC105374157	3
-	LOC105374157	3
LINC02066	LINC02066	3
-	LINC02066	3
LOC105374159	LOC105374159	3
-	LOC105374159	3
LOC105374160	LOC105374160	3
-	LOC105374160	3
LOC105374161	LOC105374161	3
-	LOC105374161	3
LOC105374162	LOC105374162	3
-	LOC105374162	3
LOC105374163	LOC105374163	3
-	LOC105374163	3
LOC105374164	LOC105374164	3
-	LOC105374164	3
LINC02006	LINC02006	3
-	LINC02006	3
LOC105374166	LOC105374166	3
-	LOC105374166	3
LOC105374167	LOC105374167	3
-	LOC105374167	3
LOC105374170	LOC105374170	3
-	LOC105374170	3
LOC105374171	LOC105374171	3
-	LOC105374171	3
LOC105374172	LOC105374172	3
-	LOC105374172	3
LOC105374174	LOC105374174	3
-	LOC105374174	3
LINC02029	LINC02029	3
-	LINC02029	3
LOC105374179	LOC105374179	3
-	LOC105374179	3
LOC105374181	LOC105374181	3
-	LOC105374181	3
LOC105374186	LOC105374186	3
-	LOC105374186	3
LOC105374187	LOC105374187	3
-	LOC105374187	3
LOC105374188	LOC105374188	3
-	LOC105374188	3
LOC105374189	LOC105374189	3
-	LOC105374189	3
LOC105374190	LOC105374190	3
-	LOC105374190	3
LOC105374191	LOC105374191	3
-	LOC105374191	3
LOC105374192	LOC105374192	3
-	LOC105374192	3
LOC105374193	LOC105374193	3
-	LOC105374193	3
LOC105374194	LOC105374194	3
inv3q26.1	LOC105374194	3
LOC105374195	LOC105374195	3
-	LOC105374195	3
LOC105374196	LOC105374196	3
-	LOC105374196	3
LOC105374197	LOC105374197	3
-	LOC105374197	3
LOC105374200	LOC105374200	3
-	LOC105374200	3
LINC01997	LINC01997	3
-	LINC01997	3
LOC105374205	LOC105374205	3
-	LOC105374205	3
LOC105374206	LOC105374206	3
-	LOC105374206	3
LOC105374209	LOC105374209	3
-	LOC105374209	3
LOC105374210	LOC105374210	3
-	LOC105374210	3
LOC105374211	LOC105374211	3
-	LOC105374211	3
LOC105374216	LOC105374216	3
-	LOC105374216	3
LOC105374217	LOC105374217	3
-	LOC105374217	3
LOC105374218	LOC105374218	3
-	LOC105374218	3
LINC02068	LINC02068	3
-	LINC02068	3
LOC105374220	LOC105374220	3
-	LOC105374220	3
LOC105374221	LOC105374221	3
-	LOC105374221	3
LOC105374224	LOC105374224	3
-	LOC105374224	3
LOC105374225	LOC105374225	3
-	LOC105374225	3
LOC105374226	LOC105374226	3
-	LOC105374226	3
LOC105374229	LOC105374229	3
-	LOC105374229	3
LOC105374230	LOC105374230	3
-	LOC105374230	3
LOC105374233	LOC105374233	3
-	LOC105374233	3
LOC105374234	LOC105374234	3
-	LOC105374234	3
LOC105374235	LOC105374235	3
-	LOC105374235	3
LOC105374238	LOC105374238	3
-	LOC105374238	3
LOC105374240	LOC105374240	3
-	LOC105374240	3
LOC105374242	LOC105374242	3
-	LOC105374242	3
LOC105374243	LOC105374243	3
-	LOC105374243	3
LINC01995	LINC01995	3
-	LINC01995	3
LOC105374245	LOC105374245	3
-	LOC105374245	3
LOC105374246	LOC105374246	3
-	LOC105374246	3
LOC105374247	LOC105374247	3
-	LOC105374247	3
LOC105374248	LOC105374248	3
-	LOC105374248	3
LOC105374249	LOC105374249	3
-	LOC105374249	3
LINC02054	LINC02054	3
-	LINC02054	3
LOC105374251	LOC105374251	3
-	LOC105374251	3
LOC105374252	LOC105374252	3
-	LOC105374252	3
LOC105374253	LOC105374253	3
-	LOC105374253	3
LOC105374254	LOC105374254	3
-	LOC105374254	3
LOC105374257	LOC105374257	3
-	LOC105374257	3
LOC105374258	LOC105374258	3
-	LOC105374258	3
LOC105374259	LOC105374259	3
-	LOC105374259	3
LOC105374260	LOC105374260	3
-	LOC105374260	3
LINC02041	LINC02041	3
-	LINC02041	3
LOC105374262	LOC105374262	3
-	LOC105374262	3
LOC105374263	LOC105374263	3
-	LOC105374263	3
LOC105374264	LOC105374264	3
-	LOC105374264	3
LOC105374265	LOC105374265	3
-	LOC105374265	3
LINC01991	LINC01991	3
-	LINC01991	3
LOC105374270	LOC105374270	3
-	LOC105374270	3
LINC02013	LINC02013	3
-	LINC02013	3
LOC105374275	LOC105374275	3
-	LOC105374275	3
LOC105374276	LOC105374276	3
-	LOC105374276	3
LOC105374277	LOC105374277	3
-	LOC105374277	3
LOC105374280	LOC105374280	3
-	LOC105374280	3
LOC105374282	LOC105374282	3
-	LOC105374282	3
LOC105374283	LOC105374283	3
-	LOC105374283	3
LOC105374284	LOC105374284	3
-	LOC105374284	3
LINC02038	LINC02038	3
-	LINC02038	3
LOC105374286	LOC105374286	3
-	LOC105374286	3
LOC105374287	LOC105374287	3
-	LOC105374287	3
LOC105374288	LOC105374288	3
-	LOC105374288	3
LINC02048	LINC02048	3
-	LINC02048	3
LOC105374290	LOC105374290	3
-	LOC105374290	3
LOC105374291	LOC105374291	3
-	LOC105374291	3
LOC105374292	LOC105374292	3
-	LOC105374292	3
LINC01972	LINC01972	3
-	LINC01972	3
LOC105374294	LOC105374294	3
-	LOC105374294	3
LOC105374295	LOC105374295	3
-	LOC105374295	3
LOC105374296	LOC105374296	3
-	LOC105374296	3
LOC105374297	LOC105374297	3
-	LOC105374297	3
LOC105374298	LOC105374298	3
-	LOC105374298	3
LOC105374299	LOC105374299	3
-	LOC105374299	3
LOC105374300	LOC105374300	3
-	LOC105374300	3
LOC105374301	LOC105374301	3
-	LOC105374301	3
LOC105374303	LOC105374303	3
-	LOC105374303	3
LOC105374304	LOC105374304	3
-	LOC105374304	3
LOC105374306	LOC105374306	3
-	LOC105374306	3
LOC105374307	LOC105374307	3
-	LOC105374307	3
LOC105374308	LOC105374308	3
-	LOC105374308	3
LOC105374309	LOC105374309	3
-	LOC105374309	3
LOC105374310	LOC105374310	3
-	LOC105374310	3
LOC105374312	LOC105374312	3
-	LOC105374312	3
LOC105374313	LOC105374313	3
-	LOC105374313	3
LOC105374314	LOC105374314	3
-	LOC105374314	3
LOC105374317	LOC105374317	2
-	LOC105374317	2
LOC105374318	LOC105374318	2
-	LOC105374318	2
LOC105374320	LOC105374320	2
-	LOC105374320	2
LINC01830	LINC01830	2
-	LINC01830	2
LOC105374323	LOC105374323	2
-	LOC105374323	2
LOC105374325	LOC105374325	2
-	LOC105374325	2
LOC105374328	LOC105374328	2
-	LOC105374328	2
LOC105374329	LOC105374329	2
-	LOC105374329	2
LOC105374332	LOC105374332	2
-	LOC105374332	2
LOC105374333	LOC105374333	2
-	LOC105374333	2
LOC105374334	LOC105374334	2
-	LOC105374334	2
LOC105374336	LOC105374336	4
-	LOC105374336	4
LOC105374337	LOC105374337	2
-	LOC105374337	2
LOC105374338	LOC105374338	4
-	LOC105374338	4
LOC105374339	LOC105374339	4
-	LOC105374339	4
LOC105374340	LOC105374340	4
-	LOC105374340	4
LOC105374341	LOC105374341	4
-	LOC105374341	4
LOC105374343	LOC105374343	4
-	LOC105374343	4
LOC105374344	LOC105374344	4
-	LOC105374344	4
LOC105374346	LOC105374346	4
-	LOC105374346	4
LOC105374347	LOC105374347	4
-	LOC105374347	4
LOC105374348	LOC105374348	4
-	LOC105374348	4
LOC105374349	LOC105374349	4
-	LOC105374349	4
LOC105374350	LOC105374350	4
-	LOC105374350	4
LOC105374352	LOC105374352	4
-	LOC105374352	4
LOC105374353	LOC105374353	4
-	LOC105374353	4
LOC105374354	LOC105374354	4
-	LOC105374354	4
LOC105374355	LOC105374355	4
-	LOC105374355	4
LOC105374356	LOC105374356	4
-	LOC105374356	4
LOC105374357	LOC105374357	4
-	LOC105374357	4
LOC105374358	LOC105374358	4
-	LOC105374358	4
LOC105374359	LOC105374359	4
-	LOC105374359	4
LOC105374362	LOC105374362	4
-	LOC105374362	4
LOC105374363	LOC105374363	2
-	LOC105374363	2
LOC105374364	LOC105374364	4
-	LOC105374364	4
LOC105374365	LOC105374365	4
-	LOC105374365	4
LOC105374366	LOC105374366	4
-	LOC105374366	4
LOC105374367	LOC105374367	4
-	LOC105374367	4
LOC105374368	LOC105374368	4
-	LOC105374368	4
LOC105374369	LOC105374369	2
-	LOC105374369	2
LOC105374370	LOC105374370	4
-	LOC105374370	4
LOC105374371	LOC105374371	4
-	LOC105374371	4
LOC105374373	LOC105374373	4
-	LOC105374373	4
LOC105374374	LOC105374374	4
-	LOC105374374	4
LOC105374376	LOC105374376	4
-	LOC105374376	4
LOC105374377	LOC105374377	4
-	LOC105374377	4
LOC105374378	LOC105374378	2
-	LOC105374378	2
LOC105374381	LOC105374381	2
-	LOC105374381	2
LOC105374382	LOC105374382	2
-	LOC105374382	2
LOC105374383	LOC105374383	2
-	LOC105374383	2
LOC105374384	LOC105374384	2
-	LOC105374384	2
LOC105374385	LOC105374385	2
-	LOC105374385	2
LOC105374386	LOC105374386	2
-	LOC105374386	2
LOC105374387	LOC105374387	2
-	LOC105374387	2
LOC105374388	LOC105374388	2
-	LOC105374388	2
LOC105374389	LOC105374389	2
-	LOC105374389	2
LOC105374391	LOC105374391	4
-	LOC105374391	4
LOC105374392	LOC105374392	4
-	LOC105374392	4
LOC105374394	LOC105374394	4
-	LOC105374394	4
LOC105374396	LOC105374396	4
-	LOC105374396	4
LOC105374397	LOC105374397	4
-	LOC105374397	4
LOC105374399	LOC105374399	4
-	LOC105374399	4
LOC105374400	LOC105374400	4
-	LOC105374400	4
LOC105374402	LOC105374402	4
-	LOC105374402	4
LOC105374404	LOC105374404	4
-	LOC105374404	4
LOC105374406	LOC105374406	4
-	LOC105374406	4
LOC105374407	LOC105374407	4
-	LOC105374407	4
LOC105374408	LOC105374408	4
-	LOC105374408	4
LOC105374409	LOC105374409	4
-	LOC105374409	4
LOC105374410	LOC105374410	4
-	LOC105374410	4
LOC105374411	LOC105374411	4
-	LOC105374411	4
LOC105374412	LOC105374412	4
-	LOC105374412	4
LOC105374413	LOC105374413	4
-	LOC105374413	4
LOC105374414	LOC105374414	2
-	LOC105374414	2
LOC105374417	LOC105374417	4
-	LOC105374417	4
LOC105374418	LOC105374418	4
-	LOC105374418	4
LOC105374419	LOC105374419	4
-	LOC105374419	4
LOC105374421	LOC105374421	4
-	LOC105374421	4
LOC105374423	LOC105374423	4
-	LOC105374423	4
LOC105374424	LOC105374424	4
-	LOC105374424	4
LOC105374425	LOC105374425	4
-	LOC105374425	4
LOC105374426	LOC105374426	4
-	LOC105374426	4
LOC105374428	LOC105374428	4
-	LOC105374428	4
LOC105374430	LOC105374430	4
-	LOC105374430	4
LOC105374431	LOC105374431	4
-	LOC105374431	4
LOC105374432	LOC105374432	4
-	LOC105374432	4
LOC105374433	LOC105374433	4
-	LOC105374433	4
LOC105374434	LOC105374434	4
-	LOC105374434	4
LOC105374435	LOC105374435	2
-	LOC105374435	2
LOC105374436	LOC105374436	4
-	LOC105374436	4
LOC105374438	LOC105374438	4
-	LOC105374438	4
LOC105374439	LOC105374439	4
-	LOC105374439	4
LOC105374440	LOC105374440	4
-	LOC105374440	4
LOC105374441	LOC105374441	4
-	LOC105374441	4
LOC105374442	LOC105374442	4
-	LOC105374442	4
LOC105374443	LOC105374443	4
-	LOC105374443	4
LOC105374444	LOC105374444	4
-	LOC105374444	4
LOC105374445	LOC105374445	4
-	LOC105374445	4
LOC105374447	LOC105374447	4
-	LOC105374447	4
LINC01946	LINC01946	2
-	LINC01946	2
LOC105374453	LOC105374453	2
-	LOC105374453	2
LOC105374454	LOC105374454	2
-	LOC105374454	2
LOC105374455	LOC105374455	2
-	LOC105374455	2
LOC105374456	LOC105374456	2
-	LOC105374456	2
LOC105374457	LOC105374457	2
-	LOC105374457	2
LOC105374458	LOC105374458	2
-	LOC105374458	2
LOC105374459	LOC105374459	2
-	LOC105374459	2
LOC105374461	LOC105374461	2
-	LOC105374461	2
LOC105374464	LOC105374464	2
-	LOC105374464	2
LOC105374465	LOC105374465	2
-	LOC105374465	2
LOC105374466	LOC105374466	2
-	LOC105374466	2
LOC105374467	LOC105374467	2
-	LOC105374467	2
LOC105374468	LOC105374468	2
-	LOC105374468	2
LOC105374470	LOC105374470	2
-	LOC105374470	2
LOC105374471	LOC105374471	2
-	LOC105374471	2
LOC105374473	LOC105374473	2
-	LOC105374473	2
LOC105374474	LOC105374474	4
-	LOC105374474	4
LOC105374475	LOC105374475	2
-	LOC105374475	2
LOC105374476	LOC105374476	4
-	LOC105374476	4
LOC105374478	LOC105374478	4
-	LOC105374478	4
LOC105374479	LOC105374479	4
-	LOC105374479	4
LOC105374480	LOC105374480	4
-	LOC105374480	4
LOC105374481	LOC105374481	4
-	LOC105374481	4
LOC105374482	LOC105374482	4
-	LOC105374482	4
LOC105374483	LOC105374483	4
-	LOC105374483	4
LOC105374484	LOC105374484	4
-	LOC105374484	4
LOC105374487	LOC105374487	4
-	LOC105374487	4
LOC105374488	LOC105374488	4
-	LOC105374488	4
LOC105374489	LOC105374489	4
-	LOC105374489	4
LOC105374490	LOC105374490	4
-	LOC105374490	4
LOC105374491	LOC105374491	2
-	LOC105374491	2
LOC105374492	LOC105374492	4
-	LOC105374492	4
LOC105374493	LOC105374493	4
-	LOC105374493	4
LOC105374494	LOC105374494	4
-	LOC105374494	4
LOC105374495	LOC105374495	4
-	LOC105374495	4
LOC105374496	LOC105374496	4
-	LOC105374496	4
LOC105374497	LOC105374497	2
-	LOC105374497	2
LOC105374498	LOC105374498	4
-	LOC105374498	4
LOC105374500	LOC105374500	4
-	LOC105374500	4
LOC105374501	LOC105374501	4
-	LOC105374501	4
LOC105374502	LOC105374502	4
-	LOC105374502	4
LOC105374505	LOC105374505	4
-	LOC105374505	4
LOC105374506	LOC105374506	2
-	LOC105374506	2
LOC105374507	LOC105374507	4
-	LOC105374507	4
LOC105374508	LOC105374508	4
-	LOC105374508	4
LOC105374510	LOC105374510	4
-	LOC105374510	4
LOC105374511	LOC105374511	4
-	LOC105374511	4
LOC105374513	LOC105374513	4
-	LOC105374513	4
LOC105374514	LOC105374514	4
-	LOC105374514	4
LOC105374515	LOC105374515	4
-	LOC105374515	4
LOC105374516	LOC105374516	4
-	LOC105374516	4
LOC105374517	LOC105374517	2
-	LOC105374517	2
LOC105374519	LOC105374519	4
-	LOC105374519	4
LOC105374520	LOC105374520	4
-	LOC105374520	4
LOC105374521	LOC105374521	4
-	LOC105374521	4
LOC105374523	LOC105374523	4
-	LOC105374523	4
LOC105374524	LOC105374524	4
-	LOC105374524	4
LOC105374525	LOC105374525	4
-	LOC105374525	4
LOC105374527	LOC105374527	4
-	LOC105374527	4
LOC105374528	LOC105374528	4
-	LOC105374528	4
LOC105374531	LOC105374531	2
-	LOC105374531	2
LOC105374533	LOC105374533	4
-	LOC105374533	4
LOC105374534	LOC105374534	4
-	LOC105374534	4
LOC105374535	LOC105374535	4
-	LOC105374535	4
LOC105374536	LOC105374536	4
-	LOC105374536	4
LOC105374537	LOC105374537	2
-	LOC105374537	2
LOC105374538	LOC105374538	4
-	LOC105374538	4
LOC105374540	LOC105374540	4
-	LOC105374540	4
LOC105374541	LOC105374541	4
-	LOC105374541	4
LOC105374542	LOC105374542	4
-	LOC105374542	4
LOC105374545	LOC105374545	4
-	LOC105374545	4
LOC105374546	LOC105374546	4
-	LOC105374546	4
LOC105374547	LOC105374547	4
-	LOC105374547	4
LOC105374548	LOC105374548	4
-	LOC105374548	4
LOC105374549	LOC105374549	4
-	LOC105374549	4
LOC105374550	LOC105374550	4
-	LOC105374550	4
LOC105374551	LOC105374551	4
-	LOC105374551	4
LOC105374552	LOC105374552	4
-	LOC105374552	4
LOC105374553	LOC105374553	4
-	LOC105374553	4
LOC105374555	LOC105374555	2
-	LOC105374555	2
LOC105374556	LOC105374556	4
-	LOC105374556	4
LOC105374557	LOC105374557	4
-	LOC105374557	4
LOC105374558	LOC105374558	4
-	LOC105374558	4
LOC105374559	LOC105374559	4
-	LOC105374559	4
LOC105374561	LOC105374561	4
-	LOC105374561	4
LOC105374562	LOC105374562	4
-	LOC105374562	4
LOC105374564	LOC105374564	4
-	LOC105374564	4
LOC105374565	LOC105374565	4
-	LOC105374565	4
LOC105374566	LOC105374566	4
-	LOC105374566	4
LOC105374567	LOC105374567	2
-	LOC105374567	2
LOC105374568	LOC105374568	2
-	LOC105374568	2
LOC105374569	LOC105374569	2
-	LOC105374569	2
LOC105374570	LOC105374570	2
-	LOC105374570	2
LOC105374571	LOC105374571	2
-	LOC105374571	2
LOC105374573	LOC105374573	2
-	LOC105374573	2
LOC105374576	LOC105374576	2
-	LOC105374576	2
LOC105374577	LOC105374577	2
-	LOC105374577	2
LOC105374580	LOC105374580	2
-	LOC105374580	2
LOC105374581	LOC105374581	2
-	LOC105374581	2
LINC01820	LINC01820	2
-	LINC01820	2
LOC105374583	LOC105374583	2
-	LOC105374583	2
LOC105374584	LOC105374584	2
-	LOC105374584	2
LOC105374585	LOC105374585	2
-	LOC105374585	2
LOC105374587	LOC105374587	2
-	LOC105374587	2
LOC105374588	LOC105374588	2
-	LOC105374588	2
LOC105374589	LOC105374589	2
-	LOC105374589	2
LOC105374590	LOC105374590	2
-	LOC105374590	2
LOC105374591	LOC105374591	2
-	LOC105374591	2
LOC105374592	LOC105374592	2
-	LOC105374592	2
LOC105374593	LOC105374593	2
-	LOC105374593	2
LOC105374594	LOC105374594	2
-	LOC105374594	2
LOC105374595	LOC105374595	2
-	LOC105374595	2
LINC01867	LINC01867	2
-	LINC01867	2
LOC105374597	LOC105374597	2
-	LOC105374597	2
LOC105374598	LOC105374598	2
-	LOC105374598	2
LOC105374600	LOC105374600	2
-	LOC105374600	2
LOC105374601	LOC105374601	2
-	LOC105374601	2
LOC105374602	LOC105374602	5
-	LOC105374602	5
LOC105374604	LOC105374604	5
-	LOC105374604	5
LOC105374606	LOC105374606	5
-	LOC105374606	5
LOC105374607	LOC105374607	5
-	LOC105374607	5
LOC105374608	LOC105374608	5
-	LOC105374608	5
LOC105374610	LOC105374610	2
-	LOC105374610	2
LOC105374612	LOC105374612	5
-	LOC105374612	5
LOC105374614	LOC105374614	5
-	LOC105374614	5
LOC105374615	LOC105374615	2
-	LOC105374615	2
LOC105374616	LOC105374616	5
-	LOC105374616	5
LOC105374617	LOC105374617	5
-	LOC105374617	5
LOC105374618	LOC105374618	5
-	LOC105374618	5
LOC105374620	LOC105374620	5
-	LOC105374620	5
LOC105374621	LOC105374621	5
-	LOC105374621	5
LOC105374624	LOC105374624	5
-	LOC105374624	5
LOC105374625	LOC105374625	5
-	LOC105374625	5
LOC105374626	LOC105374626	5
-	LOC105374626	5
LINC02063	LINC02063	5
-	LINC02063	5
LOC105374629	LOC105374629	5
-	LOC105374629	5
LOC105374630	LOC105374630	5
-	LOC105374630	5
LINC02121	LINC02121	5
-	LINC02121	5
LOC105374634	LOC105374634	5
-	LOC105374634	5
LOC105374636	LOC105374636	5
-	LOC105374636	5
LOC105374638	LOC105374638	5
-	LOC105374638	5
LOC105374639	LOC105374639	5
-	LOC105374639	5
LOC105374640	LOC105374640	2
-	LOC105374640	2
LOC105374641	LOC105374641	5
-	LOC105374641	5
LOC105374642	LOC105374642	5
-	LOC105374642	5
LOC105374643	LOC105374643	5
-	LOC105374643	5
LOC105374644	LOC105374644	5
-	LOC105374644	5
LOC105374645	LOC105374645	5
-	LOC105374645	5
LOC105374646	LOC105374646	5
-	LOC105374646	5
LOC105374647	LOC105374647	5
-	LOC105374647	5
LOC105374648	LOC105374648	5
-	LOC105374648	5
LOC105374649	LOC105374649	5
-	LOC105374649	5
LOC105374651	LOC105374651	5
-	LOC105374651	5
LOC105374652	LOC105374652	5
-	LOC105374652	5
LOC105374653	LOC105374653	2
-	LOC105374653	2
LOC105374654	LOC105374654	5
-	LOC105374654	5
LOC105374655	LOC105374655	5
-	LOC105374655	5
LOC105374656	LOC105374656	5
-	LOC105374656	5
LOC105374657	LOC105374657	5
-	LOC105374657	5
LOC105374658	LOC105374658	5
-	LOC105374658	5
LOC105374659	LOC105374659	5
-	LOC105374659	5
LOC105374660	LOC105374660	5
-	LOC105374660	5
LOC105374661	LOC105374661	5
-	LOC105374661	5
LOC105374662	LOC105374662	2
-	LOC105374662	2
LOC105374663	LOC105374663	5
-	LOC105374663	5
LOC105374664	LOC105374664	5
-	LOC105374664	5
LOC105374666	LOC105374666	5
-	LOC105374666	5
LOC105374667	LOC105374667	2
-	LOC105374667	2
LOC105374668	LOC105374668	5
-	LOC105374668	5
LOC105374669	LOC105374669	5
-	LOC105374669	5
LOC105374670	LOC105374670	5
-	LOC105374670	5
LOC105374671	LOC105374671	5
-	LOC105374671	5
LOC105374672	LOC105374672	5
-	LOC105374672	5
LOC105374673	LOC105374673	5
-	LOC105374673	5
LOC105374674	LOC105374674	2
-	LOC105374674	2
LOC105374676	LOC105374676	5
-	LOC105374676	5
LOC105374677	LOC105374677	5
-	LOC105374677	5
LOC105374678	LOC105374678	5
-	LOC105374678	5
LOC105374680	LOC105374680	5
-	LOC105374680	5
LOC105374681	LOC105374681	5
-	LOC105374681	5
LOC105374682	LOC105374682	5
-	LOC105374682	5
LOC105374683	LOC105374683	5
-	LOC105374683	5
LOC105374685	LOC105374685	5
-	LOC105374685	5
LOC105374686	LOC105374686	5
-	LOC105374686	5
LOC105374687	LOC105374687	5
-	LOC105374687	5
LOC105374688	LOC105374688	5
-	LOC105374688	5
LOC105374689	LOC105374689	5
-	LOC105374689	5
LOC105374690	LOC105374690	2
-	LOC105374690	2
LOC105374693	LOC105374693	5
-	LOC105374693	5
LOC105374694	LOC105374694	5
-	LOC105374694	5
LOC105374695	LOC105374695	5
-	LOC105374695	5
LOC105374696	LOC105374696	5
-	LOC105374696	5
LOC105374697	LOC105374697	2
-	LOC105374697	2
LINC02103	LINC02103	5
-	LINC02103	5
LOC105374699	LOC105374699	5
-	LOC105374699	5
LOC105374701	LOC105374701	5
-	LOC105374701	5
LOC105374702	LOC105374702	5
-	LOC105374702	5
LOC105374703	LOC105374703	5
-	LOC105374703	5
LOC105374704	LOC105374704	5
-	LOC105374704	5
LOC105374705	LOC105374705	5
-	LOC105374705	5
LOC105374706	LOC105374706	5
-	LOC105374706	5
LOC105374707	LOC105374707	5
-	LOC105374707	5
LOC105374709	LOC105374709	5
-	LOC105374709	5
LOC105374710	LOC105374710	5
-	LOC105374710	5
LOC105374711	LOC105374711	5
-	LOC105374711	5
LINC02061	LINC02061	5
-	LINC02061	5
LOC105374715	LOC105374715	5
-	LOC105374715	5
LOC105374716	LOC105374716	5
-	LOC105374716	5
LOC105374717	LOC105374717	5
-	LOC105374717	5
LOC105374719	LOC105374719	5
-	LOC105374719	5
LOC105374721	LOC105374721	5
-	LOC105374721	5
LOC105374723	LOC105374723	5
-	LOC105374723	5
LOC105374724	LOC105374724	5
-	LOC105374724	5
LOC105374725	LOC105374725	5
-	LOC105374725	5
LOC105374726	LOC105374726	2
-	LOC105374726	2
LOC105374727	LOC105374727	5
-	LOC105374727	5
LINC02117	LINC02117	5
-	LINC02117	5
LINC02110	LINC02110	5
-	LINC02110	5
LOC105374730	LOC105374730	5
-	LOC105374730	5
LINC02107	LINC02107	5
-	LINC02107	5
LOC105374732	LOC105374732	5
-	LOC105374732	5
LOC105374733	LOC105374733	5
-	LOC105374733	5
LOC105374735	LOC105374735	5
-	LOC105374735	5
LOC105374736	LOC105374736	5
-	LOC105374736	5
LOC105374737	LOC105374737	5
-	LOC105374737	5
LOC105374738	LOC105374738	5
-	LOC105374738	5
LOC105374739	LOC105374739	5
-	LOC105374739	5
LOC105374740	LOC105374740	5
-	LOC105374740	5
LINC01795	LINC01795	2
-	LINC01795	2
LOC105374745	LOC105374745	5
-	LOC105374745	5
LOC105374746	LOC105374746	5
-	LOC105374746	5
LOC105374748	LOC105374748	5
-	LOC105374748	5
LOC105374749	LOC105374749	5
-	LOC105374749	5
LOC105374753	LOC105374753	5
-	LOC105374753	5
LOC105374754	LOC105374754	2
-	LOC105374754	2
LOC105374756	LOC105374756	2
-	LOC105374756	2
LOC105374758	LOC105374758	2
-	LOC105374758	2
LOC105374759	LOC105374759	2
-	LOC105374759	2
LOC105374760	LOC105374760	2
-	LOC105374760	2
LOC105374761	LOC105374761	2
-	LOC105374761	2
LOC105374763	LOC105374763	2
-	LOC105374763	2
LOC105374764	LOC105374764	2
-	LOC105374764	2
LOC105374768	LOC105374768	2
-	LOC105374768	2
LOC105374769	LOC105374769	2
-	LOC105374769	2
LOC105374771	LOC105374771	2
-	LOC105374771	2
LOC105374772	LOC105374772	2
-	LOC105374772	2
LOC105374773	LOC105374773	2
-	LOC105374773	2
LINC01805	LINC01805	2
-	LINC01805	2
LOC105374775	LOC105374775	2
-	LOC105374775	2
LOC105374776	LOC105374776	2
-	LOC105374776	2
LOC105374777	LOC105374777	2
-	LOC105374777	2
LOC105374778	LOC105374778	2
-	LOC105374778	2
LOC105374779	LOC105374779	2
-	LOC105374779	2
LOC105374780	LOC105374780	2
-	LOC105374780	2
LOC105374781	LOC105374781	2
-	LOC105374781	2
LOC105374782	LOC105374782	2
-	LOC105374782	2
LOC105374785	LOC105374785	2
-	LOC105374785	2
LOC105374786	LOC105374786	2
-	LOC105374786	2
LOC105374789	LOC105374789	2
-	LOC105374789	2
LOC105374790	LOC105374790	2
-	LOC105374790	2
LINC01890	LINC01890	2
